File,Original GPOS Size,mode=one,Change one,mode=auto,Change auto,mode=max,Change max
Scada-Italic.ttf,17.52,10.28,-41.32%,10.28,-41.32%,10.28,-41.32%
Scada-Regular.ttf,17.49,10.27,-41.26%,10.27,-41.26%,10.27,-41.26%
Scheherazade-Bold.ttf,32.36,30.01,-7.27%,30.01,-7.27%,30.01,-7.27%
Scheherazade-Regular.ttf,32.08,28.95,-9.77%,28.95,-9.77%,28.95,-9.77%
ScheherazadeNew-Bold.ttf,28.97,28.97,0.00%,28.97,0.00%,28.97,0.00%
ScheherazadeNew-Regular.ttf,27.96,27.96,0.00%,27.96,0.00%,27.96,0.00%
ScopeOne-Regular.ttf,17.58,17.58,0.00%,16.11,-8.38%,30.50,73.50%
SecularOne-Regular.ttf,20.57,20.04,-2.56%,20.76,0.92%,29.02,41.11%
Sedan-Italic.ttf,0.13,0.13,0.00%,0.13,0.00%,0.13,0.00%
Sedan-Regular.ttf,0.88,0.88,0.00%,0.88,0.00%,0.88,0.00%
SedanSC-Regular.ttf,0.88,0.88,0.00%,0.88,0.00%,0.88,0.00%
SedgwickAve-Regular.ttf,3.21,3.15,-1.71%,3.15,-1.71%,3.15,-1.71%
SedgwickAveDisplay-Regular.ttf,2.33,2.33,0.00%,2.33,0.00%,2.33,0.00%
Sen-Bold.ttf,1.08,1.08,0.00%,1.08,0.00%,1.08,0.00%
Sen-ExtraBold.ttf,1.05,1.05,0.00%,1.05,0.00%,1.05,0.00%
Sen-Regular.ttf,0.86,0.86,0.00%,0.86,0.00%,0.86,0.00%
Sevillana-Regular.ttf,10.05,8.21,-18.31%,7.74,-22.97%,10.66,6.12%
SeymourOne-Regular.ttf,3.78,3.67,-3.05%,3.09,-18.43%,3.55,-6.25%
ShadowsIntoLightTwo-Regular.ttf,1.66,1.66,0.00%,1.66,0.00%,1.66,0.00%
Share-Bold.ttf,11.25,11.25,0.00%,11.25,0.00%,11.25,0.00%
Share-BoldItalic.ttf,11.18,11.18,0.00%,11.18,0.00%,11.18,0.00%
Share-Italic.ttf,11.18,11.18,0.00%,11.18,0.00%,11.18,0.00%
Share-Regular.ttf,11.25,11.25,0.00%,11.25,0.00%,11.25,0.00%
ShareTech-Regular.ttf,10.21,5.13,-49.69%,5.13,-49.69%,5.13,-49.69%
ShareTechMono-Regular.ttf,0.13,0.13,0.00%,0.13,0.00%,0.13,0.00%
ShipporiAntique-Regular.ttf,8.08,8.05,-0.29%,8.05,-0.29%,8.05,-0.29%
ShipporiAntiqueB1-Regular.ttf,8.08,8.05,-0.29%,8.05,-0.29%,8.05,-0.29%
ShipporiMincho-Bold.ttf,15.05,14.77,-1.91%,14.77,-1.91%,14.77,-1.91%
ShipporiMincho-ExtraBold.ttf,15.02,14.74,-1.87%,14.74,-1.87%,14.74,-1.87%
ShipporiMincho-Medium.ttf,14.20,13.85,-2.44%,13.85,-2.44%,13.85,-2.44%
ShipporiMincho-Regular.ttf,14.93,14.61,-2.12%,14.61,-2.12%,14.61,-2.12%
ShipporiMincho-SemiBold.ttf,15.80,15.52,-1.78%,15.52,-1.78%,15.52,-1.78%
ShipporiMinchoB1-Bold.ttf,15.05,14.77,-1.91%,14.77,-1.91%,14.77,-1.91%
ShipporiMinchoB1-ExtraBold.ttf,15.02,14.74,-1.87%,14.74,-1.87%,14.74,-1.87%
ShipporiMinchoB1-Medium.ttf,14.20,13.85,-2.44%,13.85,-2.44%,13.85,-2.44%
ShipporiMinchoB1-Regular.ttf,14.93,14.61,-2.12%,14.61,-2.12%,14.61,-2.12%
ShipporiMinchoB1-SemiBold.ttf,15.80,15.52,-1.78%,15.52,-1.78%,15.52,-1.78%
Shojumaru-Regular.ttf,21.61,21.24,-1.68%,20.85,-3.50%,26.63,23.22%
ShortStack-Regular.ttf,0.10,0.10,0.00%,0.10,0.00%,0.10,0.00%
Shrikhand-Regular.ttf,22.26,21.12,-5.11%,16.11,-27.62%,21.79,-2.12%
Siemreap.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
SigmarOne-Regular.ttf,7.62,7.17,-5.85%,7.17,-5.85%,7.17,-5.85%
Signika[wght].ttf,88.20,88.20,0.00%,86.14,-2.34%,93.01,5.45%
SignikaNegative-Bold.ttf,57.88,57.88,0.00%,58.12,0.42%,65.28,12.79%
SignikaNegative-Light.ttf,57.29,57.29,0.00%,56.94,-0.63%,63.72,11.22%
SignikaNegative-Regular.ttf,57.87,57.87,0.00%,58.11,0.42%,65.27,12.78%
SignikaNegative-SemiBold.ttf,57.89,57.89,0.00%,58.14,0.42%,65.30,12.79%
SignikaNegativeSC-Bold.ttf,34.01,34.01,0.00%,34.63,1.81%,39.75,16.88%
SignikaNegativeSC-Light.ttf,33.84,33.84,0.00%,34.40,1.66%,38.82,14.74%
SignikaNegativeSC-Regular.ttf,34.02,34.02,0.00%,34.63,1.81%,39.76,16.88%
SignikaNegativeSC-SemiBold.ttf,34.02,34.02,0.00%,34.63,1.81%,39.76,16.88%
SignikaSC[wght].ttf,51.51,51.51,0.00%,51.32,-0.38%,56.68,10.04%
Simonetta-Black.ttf,13.39,13.38,-0.06%,13.76,2.79%,16.79,25.43%
Simonetta-BlackItalic.ttf,16.27,16.26,-0.01%,16.52,1.57%,19.29,18.60%
Simonetta-Italic.ttf,2.24,2.23,-0.52%,2.36,5.50%,4.42,97.38%
Simonetta-Regular.ttf,2.34,2.33,-0.50%,2.54,8.33%,5.04,115.00%
SingleDay-Regular.ttf,0.02,0.02,0.00%,0.02,0.00%,0.02,0.00%
Sintony-Bold.ttf,1.54,1.03,-32.91%,1.03,-32.91%,1.04,-32.53%
Sintony-Regular.ttf,1.02,1.02,0.00%,1.02,0.00%,1.02,0.00%
Sitara-Bold.ttf,24.52,24.52,0.00%,24.52,0.00%,24.52,0.00%
Sitara-BoldItalic.ttf,24.30,24.30,0.00%,24.30,0.00%,24.30,0.00%
Sitara-Italic.ttf,23.97,23.97,0.00%,23.97,0.00%,23.97,0.00%
Sitara-Regular.ttf,23.21,23.21,0.00%,23.21,0.00%,23.21,0.00%
SixCaps.ttf,0.20,0.20,0.00%,0.20,0.00%,0.20,0.00%
Slabo13px-Regular.ttf,1.32,1.30,-1.77%,1.30,-1.77%,1.38,4.43%
Slabo27px-Regular.ttf,2.93,2.86,-2.33%,2.86,-2.33%,3.21,9.46%
SlacksideOne-Regular.ttf,2.63,2.63,0.00%,2.63,0.00%,2.63,0.00%
Smythe-Regular.ttf,16.67,16.67,0.00%,16.13,-3.21%,25.86,55.10%
Sniglet-ExtraBold.ttf,1.60,1.59,-1.10%,1.58,-1.58%,2.04,27.16%
Sniglet-Regular.ttf,4.46,4.46,0.00%,4.41,-1.09%,6.56,47.11%
SnowburstOne-Regular.ttf,0.03,0.03,6.67%,0.03,6.67%,0.03,6.67%
SofadiOne-Regular.ttf,5.25,5.25,0.00%,5.25,0.00%,5.25,0.00%
"SofiaSans-Italic[wdth,wght].ttf",141.73,114.60,-19.14%,99.08,-30.09%,105.26,-25.73%
"SofiaSans[wdth,wght].ttf",174.43,124.94,-28.37%,107.98,-38.10%,107.80,-38.20%
Solway-Bold.ttf,11.85,11.40,-3.77%,11.33,-4.42%,15.21,28.33%
Solway-ExtraBold.ttf,11.81,11.37,-3.79%,11.25,-4.76%,15.16,28.35%
Solway-Light.ttf,9.68,9.19,-5.05%,8.76,-9.45%,10.58,9.34%
Solway-Medium.ttf,11.88,11.44,-3.76%,11.36,-4.40%,15.24,28.25%
Solway-Regular.ttf,11.86,11.43,-3.67%,11.35,-4.31%,15.23,28.40%
SometypeMono-Bold.ttf,3.91,3.91,0.00%,3.91,0.00%,3.91,0.00%
SometypeMono-BoldItalic.ttf,3.94,3.94,0.00%,3.94,0.00%,3.94,0.00%
SometypeMono-Italic.ttf,4.04,4.04,0.00%,4.04,0.00%,4.04,0.00%
SometypeMono-Medium.ttf,3.99,3.99,0.00%,3.99,0.00%,3.99,0.00%
SometypeMono-MediumItalic.ttf,4.00,4.00,0.00%,4.00,0.00%,4.00,0.00%
SometypeMono-Regular.ttf,4.01,4.01,0.00%,4.01,0.00%,4.01,0.00%
Sora[wght].ttf,30.99,31.00,0.02%,30.43,-1.82%,37.47,20.90%
SortsMillGoudy-Italic.ttf,50.21,49.94,-0.54%,53.27,6.11%,192.90,284.20%
SortsMillGoudy-Regular.ttf,51.24,50.96,-0.54%,50.94,-0.58%,184.77,260.60%
Souliyo-Regular.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
SourceCodePro-Black.ttf,5.12,4.43,-13.47%,4.43,-13.47%,4.43,-13.47%
SourceCodePro-BlackItalic.ttf,4.68,3.99,-14.58%,3.99,-14.58%,3.99,-14.58%
SourceCodePro-Bold.ttf,5.55,4.88,-12.11%,4.88,-12.11%,4.88,-12.11%
SourceCodePro-BoldItalic.ttf,4.97,4.30,-13.48%,4.30,-13.48%,4.30,-13.48%
SourceCodePro-ExtraLight.ttf,5.12,4.45,-13.12%,4.45,-13.12%,4.45,-13.12%
SourceCodePro-ExtraLightItalic.ttf,4.59,3.91,-14.73%,3.91,-14.73%,3.91,-14.73%
SourceCodePro-Italic.ttf,5.00,4.31,-13.86%,4.31,-13.86%,4.31,-13.86%
SourceCodePro-Light.ttf,5.50,4.83,-12.22%,4.83,-12.22%,4.83,-12.22%
SourceCodePro-LightItalic.ttf,4.94,4.27,-13.56%,4.27,-13.56%,4.27,-13.56%
SourceCodePro-Medium.ttf,5.55,4.88,-12.11%,4.88,-12.11%,4.88,-12.11%
SourceCodePro-MediumItalic.ttf,5.02,4.34,-13.57%,4.34,-13.57%,4.34,-13.57%
SourceCodePro-Regular.ttf,5.54,4.86,-12.14%,4.86,-12.14%,4.86,-12.14%
SourceCodePro-SemiBold.ttf,5.55,4.83,-12.96%,4.83,-12.96%,4.83,-12.96%
SourceCodePro-SemiBoldItalic.ttf,4.95,4.26,-13.89%,4.26,-13.89%,4.26,-13.89%
SourceSansPro-Black.ttf,61.88,60.02,-3.00%,52.91,-14.49%,78.99,27.67%
SourceSansPro-BlackItalic.ttf,11.02,10.79,-2.09%,11.35,2.96%,17.80,61.52%
SourceSansPro-Bold.ttf,64.08,62.04,-3.19%,54.32,-15.23%,82.56,28.83%
SourceSansPro-BoldItalic.ttf,11.10,10.85,-2.23%,11.66,5.03%,18.08,62.91%
SourceSansPro-ExtraLight.ttf,61.66,60.07,-2.58%,52.61,-14.68%,75.36,22.21%
SourceSansPro-ExtraLightItalic.ttf,10.97,10.74,-2.10%,11.65,6.14%,17.69,61.19%
SourceSansPro-Italic.ttf,11.14,10.89,-2.17%,11.55,3.75%,18.32,64.54%
SourceSansPro-Light.ttf,63.28,61.24,-3.23%,53.48,-15.48%,76.56,21.00%
SourceSansPro-LightItalic.ttf,11.07,10.83,-2.14%,11.49,3.83%,17.80,60.87%
SourceSansPro-Regular.ttf,64.52,62.48,-3.16%,55.92,-13.34%,84.30,30.66%
SourceSansPro-SemiBold.ttf,64.50,62.45,-3.18%,55.66,-13.70%,83.57,29.56%
SourceSansPro-SemiBoldItalic.ttf,11.13,10.90,-2.12%,11.61,4.32%,18.29,64.33%
SourceSerifPro-Black.ttf,89.58,88.15,-1.59%,107.31,19.79%,138.67,54.80%
SourceSerifPro-BlackItalic.ttf,56.18,55.37,-1.44%,66.77,18.85%,92.75,65.09%
SourceSerifPro-Bold.ttf,90.70,89.26,-1.58%,112.68,24.24%,150.62,66.06%
SourceSerifPro-BoldItalic.ttf,59.23,58.43,-1.36%,70.55,19.12%,107.09,80.80%
SourceSerifPro-ExtraLight.ttf,83.23,82.13,-1.32%,98.61,18.48%,125.19,50.41%
SourceSerifPro-ExtraLightItalic.ttf,53.29,52.56,-1.36%,59.13,10.96%,80.15,50.41%
SourceSerifPro-Italic.ttf,55.72,54.89,-1.49%,61.43,10.24%,81.92,47.02%
SourceSerifPro-Light.ttf,88.13,87.07,-1.20%,103.69,17.65%,136.18,54.53%
SourceSerifPro-LightItalic.ttf,57.29,56.52,-1.35%,67.07,17.07%,97.19,69.65%
SourceSerifPro-Regular.ttf,87.23,85.79,-1.65%,93.64,7.35%,111.71,28.07%
SourceSerifPro-SemiBold.ttf,90.45,89.01,-1.59%,112.32,24.18%,150.25,66.12%
SourceSerifPro-SemiBoldItalic.ttf,59.28,58.46,-1.38%,71.03,19.83%,106.74,80.07%
SpaceGrotesk[wght].ttf,36.67,36.67,0.00%,31.25,-14.77%,40.19,9.60%
Spartan[wght].ttf,7.41,7.41,0.00%,7.41,0.00%,7.79,5.03%
Spectral-Bold.ttf,97.06,97.06,0.00%,78.11,-19.53%,102.47,5.57%
Spectral-BoldItalic.ttf,100.19,100.19,0.00%,84.00,-16.16%,113.87,13.65%
Spectral-ExtraBold.ttf,85.30,85.30,0.00%,63.89,-25.10%,82.40,-3.40%
Spectral-ExtraBoldItalic.ttf,88.01,88.01,0.00%,72.21,-17.95%,89.46,1.64%
Spectral-ExtraLight.ttf,63.08,63.08,0.00%,51.81,-17.86%,64.04,1.53%
Spectral-ExtraLightItalic.ttf,78.14,78.14,0.00%,67.47,-13.66%,87.52,12.00%
Spectral-Italic.ttf,89.03,89.03,0.00%,71.04,-20.20%,90.57,1.73%
Spectral-Light.ttf,91.11,91.11,0.00%,72.94,-19.94%,94.53,3.76%
Spectral-LightItalic.ttf,98.81,98.81,0.00%,82.54,-16.46%,112.28,13.64%
Spectral-Medium.ttf,97.03,97.03,0.00%,78.07,-19.54%,102.43,5.57%
Spectral-MediumItalic.ttf,99.95,99.95,0.00%,83.76,-16.20%,113.63,13.69%
Spectral-Regular.ttf,84.93,84.93,0.00%,64.66,-23.86%,80.28,-5.47%
Spectral-SemiBold.ttf,97.04,97.04,0.00%,78.08,-19.53%,102.45,5.57%
Spectral-SemiBoldItalic.ttf,99.93,99.93,0.00%,83.74,-16.20%,113.61,13.69%
SpectralSC-Bold.ttf,97.06,97.06,0.00%,78.47,-19.16%,102.47,5.57%
SpectralSC-BoldItalic.ttf,100.19,100.19,0.00%,84.00,-16.16%,113.87,13.65%
SpectralSC-ExtraBold.ttf,85.30,85.30,0.00%,63.59,-25.45%,82.40,-3.40%
SpectralSC-ExtraBoldItalic.ttf,88.01,88.01,0.00%,71.68,-18.56%,89.46,1.64%
SpectralSC-ExtraLight.ttf,63.08,63.08,0.00%,51.98,-17.59%,64.04,1.53%
SpectralSC-ExtraLightItalic.ttf,78.14,78.14,0.00%,67.47,-13.66%,87.52,12.00%
SpectralSC-Italic.ttf,89.03,89.03,0.00%,70.79,-20.48%,90.57,1.73%
SpectralSC-Light.ttf,91.11,91.11,0.00%,73.34,-19.50%,94.53,3.76%
SpectralSC-LightItalic.ttf,98.81,98.81,0.00%,82.84,-16.16%,112.28,13.64%
SpectralSC-Medium.ttf,97.03,97.03,0.00%,78.43,-19.16%,102.43,5.57%
SpectralSC-MediumItalic.ttf,99.95,99.95,0.00%,83.76,-16.20%,113.63,13.69%
SpectralSC-Regular.ttf,84.93,84.93,0.00%,64.62,-23.92%,80.28,-5.47%
SpectralSC-SemiBold.ttf,97.04,97.04,0.00%,78.44,-19.16%,102.45,5.57%
SpectralSC-SemiBoldItalic.ttf,99.93,99.93,0.00%,83.74,-16.20%,113.61,13.69%
SpicyRice-Regular.ttf,14.74,14.74,0.00%,14.75,0.08%,19.99,35.68%
Spinnaker-Regular.ttf,0.14,0.14,0.00%,0.14,0.00%,0.14,0.00%
Spirax-Regular.ttf,16.57,16.57,-0.01%,14.44,-12.85%,22.40,35.18%
SreeKrushnadevaraya-Regular.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Sriracha-Regular.ttf,17.27,17.27,0.00%,17.27,0.00%,17.27,0.00%
Srisakdi-Bold.ttf,17.55,14.46,-17.58%,14.30,-18.49%,16.14,-8.00%
Srisakdi-Regular.ttf,17.51,14.29,-18.38%,14.13,-19.30%,15.97,-8.79%
Staatliches-Regular.ttf,13.97,13.97,0.00%,14.04,0.52%,17.14,22.69%
Stalemate-Regular.ttf,12.31,10.67,-13.30%,12.30,-0.05%,24.82,101.65%
StalinistOne-Regular.ttf,4.07,4.07,0.00%,4.07,0.00%,4.07,0.00%
StalinOne-Regular.ttf,4.07,4.07,0.00%,4.07,0.00%,4.07,0.00%
Stick-Regular.ttf,18.52,18.52,0.00%,18.52,0.00%,18.52,0.00%
StintUltraCondensed-Regular.ttf,6.21,5.46,-11.96%,6.23,0.35%,8.85,42.56%
StintUltraExpanded-Regular.ttf,7.02,5.81,-17.15%,5.88,-16.20%,10.30,46.80%
STIXTwoMath-Regular.ttf,22.61,22.38,-1.03%,22.59,-0.07%,28.66,26.75%
STIXTwoText-Italic[wght].ttf,128.36,128.36,0.00%,117.75,-8.26%,127.67,-0.54%
STIXTwoText[wght].ttf,113.28,113.28,0.00%,102.82,-9.23%,113.52,0.21%
Strait-Regular.ttf,2.61,1.74,-33.36%,1.74,-33.36%,1.76,-32.61%
StyleScript-Regular.ttf,11.47,11.47,0.00%,11.47,0.00%,11.47,0.00%
SuezOne-Regular.ttf,23.75,23.18,-2.39%,24.77,4.30%,37.20,56.63%
SulphurPoint-Bold.ttf,7.03,6.68,-5.06%,6.68,-5.06%,7.18,2.06%
SulphurPoint-Light.ttf,7.17,6.81,-4.96%,6.81,-4.96%,7.31,2.02%
SulphurPoint-Regular.ttf,7.15,6.79,-4.97%,6.79,-4.97%,7.29,2.02%
Sumana-Bold.ttf,9.40,8.15,-13.32%,8.15,-13.32%,9.17,-2.47%
Sumana-Regular.ttf,8.68,7.97,-8.16%,8.42,-3.04%,9.95,14.57%
Sura-Bold.ttf,9.34,9.32,-0.19%,9.54,2.11%,12.49,33.66%
Sura-Regular.ttf,9.22,9.11,-1.25%,9.09,-1.38%,11.33,22.83%
Suranna-Regular.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Suravaram-Regular.ttf,8.24,4.36,-47.16%,4.36,-47.16%,4.36,-47.16%
Suwannaphum-Regular.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Syne[wght].ttf,18.59,17.70,-4.77%,17.70,-4.77%,18.63,0.22%
SyneMono-Regular.ttf,4.74,4.74,0.00%,4.74,0.00%,4.74,0.00%
SyneTactile-Regular.ttf,6.79,6.79,0.00%,6.79,0.00%,7.34,8.02%
Tajawal-Black.ttf,5.12,4.82,-5.73%,4.82,-5.73%,4.88,-4.58%
Tajawal-Bold.ttf,5.24,4.88,-6.86%,4.88,-6.86%,4.98,-5.07%
Tajawal-ExtraBold.ttf,5.26,4.97,-5.57%,4.97,-5.57%,5.03,-4.45%
Tajawal-ExtraLight.ttf,3.17,2.90,-8.32%,2.90,-8.32%,2.96,-6.47%
Tajawal-Light.ttf,8.70,7.26,-16.59%,7.26,-16.59%,7.68,-11.76%
Tajawal-Medium.ttf,9.36,7.57,-19.08%,7.57,-19.08%,7.99,-14.59%
Tajawal-Regular.ttf,8.73,7.49,-14.25%,7.49,-14.25%,7.88,-9.77%
Taprom.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
Taviraj-Black.ttf,6.83,6.82,-0.17%,6.62,-3.09%,7.31,7.04%
Taviraj-BlackItalic.ttf,2.29,2.29,0.00%,2.29,0.00%,2.29,0.00%
Taviraj-Bold.ttf,6.93,6.92,-0.17%,6.70,-3.35%,7.37,6.34%
Taviraj-BoldItalic.ttf,6.57,6.57,-0.09%,6.41,-2.41%,7.06,7.49%
Taviraj-ExtraBold.ttf,6.85,6.83,-0.17%,6.63,-3.08%,7.33,7.02%
Taviraj-ExtraBoldItalic.ttf,6.40,6.39,-0.09%,6.29,-1.65%,6.81,6.47%
Taviraj-ExtraLight.ttf,7.12,7.11,-0.16%,6.91,-2.96%,7.60,6.75%
Taviraj-ExtraLightItalic.ttf,7.32,7.32,-0.08%,7.17,-2.16%,8.07,10.16%
Taviraj-Italic.ttf,7.46,7.46,-0.08%,7.24,-2.98%,8.22,10.07%
Taviraj-Light.ttf,7.14,7.13,-0.16%,6.93,-2.95%,7.63,6.84%
Taviraj-LightItalic.ttf,7.58,7.57,-0.08%,7.22,-4.67%,8.29,9.41%
Taviraj-Medium.ttf,7.16,7.14,-0.16%,6.95,-2.95%,7.64,6.71%
Taviraj-MediumItalic.ttf,7.44,7.43,-0.08%,7.34,-1.34%,8.34,12.08%
Taviraj-Regular.ttf,7.69,7.68,-0.15%,7.32,-4.78%,8.54,11.10%
Taviraj-SemiBold.ttf,6.84,6.83,-0.17%,6.63,-3.08%,7.32,7.02%
Taviraj-SemiBoldItalic.ttf,6.82,6.81,-0.09%,6.78,-0.60%,7.58,11.23%
Taviraj-Thin.ttf,6.68,6.67,-0.18%,6.46,-3.33%,7.02,5.15%
Taviraj-ThinItalic.ttf,6.76,6.75,-0.09%,6.53,-3.41%,7.12,5.41%
Teko-Bold.ttf,9.11,5.21,-42.76%,5.21,-42.76%,5.21,-42.76%
Teko-Light.ttf,9.11,5.01,-44.95%,5.01,-44.95%,5.01,-44.95%
Teko-Medium.ttf,9.11,5.27,-42.18%,5.27,-42.18%,5.27,-42.18%
Teko-Regular.ttf,9.11,5.25,-42.38%,5.25,-42.38%,5.25,-42.38%
Teko-SemiBold.ttf,9.11,5.30,-41.80%,5.30,-41.80%,5.30,-41.80%
Telex-Regular.ttf,3.35,3.32,-1.05%,3.13,-6.70%,3.88,15.73%
TenaliRamakrishna-Regular.ttf,4.17,4.17,0.00%,4.17,0.00%,4.17,0.00%
TenorSans-Regular.ttf,0.43,0.43,-1.35%,0.43,-1.35%,0.43,-1.35%
TextMeOne-Regular.ttf,0.14,0.12,-16.22%,0.12,-16.22%,0.12,-16.22%
"Texturina-Italic[opsz,wght].ttf",19.32,19.18,-0.73%,18.21,-5.74%,18.16,-5.99%
"Texturina[opsz,wght].ttf",18.74,18.72,-0.13%,17.88,-4.63%,17.57,-6.23%
Thabit-Bold.ttf,3.12,2.88,-7.82%,2.88,-7.82%,2.88,-7.82%
Thabit-BoldOblique.ttf,3.12,2.88,-7.63%,2.88,-7.63%,2.88,-7.63%
Thabit-Oblique.ttf,4.44,3.54,-20.26%,3.54,-20.26%,3.54,-20.26%
Thabit.ttf,4.44,3.54,-20.40%,3.54,-20.40%,3.54,-20.40%
Tharlon-Regular.ttf,0.79,0.79,0.00%,0.79,0.00%,0.79,0.00%
Thasadith-Bold.ttf,22.01,15.82,-28.13%,15.74,-28.50%,16.90,-23.21%
Thasadith-BoldItalic.ttf,22.03,15.83,-28.15%,15.75,-28.53%,16.91,-23.24%
Thasadith-Italic.ttf,21.68,15.53,-28.37%,15.45,-28.75%,16.61,-23.38%
Thasadith-Regular.ttf,21.72,15.55,-28.43%,15.47,-28.81%,16.63,-23.45%
Tienne-Black.ttf,0.68,0.54,-20.40%,0.54,-20.40%,0.69,2.01%
Tienne-Bold.ttf,0.22,0.19,-15.04%,0.19,-15.04%,0.22,1.77%
Tienne-Regular.ttf,0.19,0.15,-17.89%,0.15,-17.89%,0.19,2.11%
Tillana-Bold.ttf,3.90,3.90,0.00%,3.90,0.00%,3.90,0.00%
Tillana-ExtraBold.ttf,3.71,3.71,0.00%,3.71,0.00%,3.71,0.00%
Tillana-Medium.ttf,3.89,3.89,0.00%,3.89,0.00%,3.89,0.00%
Tillana-Regular.ttf,3.72,3.72,0.00%,3.72,0.00%,3.72,0.00%
Tillana-SemiBold.ttf,3.88,3.88,0.00%,3.88,0.00%,3.88,0.00%
Timmana-Regular.ttf,5.60,4.55,-18.83%,4.55,-18.83%,4.55,-18.83%
TitanOne-Regular.ttf,0.48,0.47,-2.44%,0.47,-2.44%,0.47,-2.44%
TitilliumWeb-Black.ttf,6.52,6.50,-0.21%,6.50,-0.21%,6.50,-0.21%
TitilliumWeb-Bold.ttf,17.25,17.24,-0.08%,18.93,9.69%,26.64,54.39%
TitilliumWeb-BoldItalic.ttf,22.85,22.84,-0.06%,25.66,12.28%,36.13,58.09%
TitilliumWeb-ExtraLight.ttf,18.33,18.32,-0.07%,20.20,10.20%,29.87,62.93%
TitilliumWeb-ExtraLightItalic.ttf,19.59,19.58,-0.07%,22.49,14.80%,31.50,60.77%
TitilliumWeb-Italic.ttf,24.73,24.72,-0.06%,27.74,12.15%,39.15,58.30%
TitilliumWeb-Light.ttf,19.90,19.88,-0.07%,21.71,9.13%,31.75,59.54%
TitilliumWeb-LightItalic.ttf,23.79,23.78,-0.06%,26.70,12.22%,37.05,55.73%
TitilliumWeb-Regular.ttf,20.15,20.13,-0.07%,22.86,13.46%,32.24,60.02%
TitilliumWeb-SemiBold.ttf,19.84,19.83,-0.07%,22.27,12.24%,31.08,56.63%
TitilliumWeb-SemiBoldItalic.ttf,24.43,24.42,-0.06%,27.32,11.83%,39.15,60.23%
Tomorrow-Black.ttf,4.56,4.56,0.00%,4.07,-10.75%,3.39,-25.58%
Tomorrow-BlackItalic.ttf,4.56,4.56,0.00%,4.07,-10.75%,3.39,-25.58%
Tomorrow-Bold.ttf,5.67,5.67,0.00%,5.45,-3.96%,7.10,25.25%
Tomorrow-BoldItalic.ttf,5.67,5.67,0.00%,5.45,-3.96%,7.10,25.25%
Tomorrow-ExtraBold.ttf,7.65,7.65,0.00%,7.38,-3.52%,8.47,10.69%
Tomorrow-ExtraBoldItalic.ttf,7.65,7.65,0.00%,7.38,-3.52%,8.46,10.70%
Tomorrow-ExtraLight.ttf,5.99,5.99,0.00%,5.63,-6.07%,7.17,19.67%
Tomorrow-ExtraLightItalic.ttf,5.00,5.00,0.00%,4.79,-4.18%,6.70,34.06%
Tomorrow-Italic.ttf,5.09,5.09,0.00%,4.71,-7.52%,6.79,33.28%
Tomorrow-Light.ttf,6.03,6.03,0.00%,5.66,-6.03%,7.21,19.67%
Tomorrow-LightItalic.ttf,5.04,5.04,0.00%,4.83,-4.14%,6.75,33.93%
Tomorrow-Medium.ttf,6.10,6.10,0.00%,5.67,-7.11%,7.16,17.29%
Tomorrow-MediumItalic.ttf,5.11,5.11,0.00%,4.87,-4.74%,6.62,29.37%
Tomorrow-Regular.ttf,6.08,6.08,0.00%,5.53,-9.12%,7.26,19.36%
Tomorrow-SemiBold.ttf,6.54,6.54,0.00%,6.11,-6.63%,7.59,16.13%
Tomorrow-SemiBoldItalic.ttf,6.54,6.54,0.00%,6.11,-6.63%,7.59,16.13%
Tomorrow-Thin.ttf,4.13,4.13,0.00%,3.69,-10.51%,5.40,30.76%
Tomorrow-ThinItalic.ttf,4.15,4.15,0.00%,3.69,-11.15%,5.61,35.18%
"Tourney-Italic[wdth,wght].ttf",13.28,13.28,0.00%,13.28,0.00%,12.44,-6.30%
"Tourney[wdth,wght].ttf",12.85,12.85,0.00%,12.85,0.00%,12.01,-6.51%
TrainOne-Regular.ttf,2.84,2.84,0.00%,2.84,0.00%,2.84,0.00%
Trirong-Black.ttf,7.49,7.48,-0.16%,7.10,-5.21%,8.31,10.92%
Trirong-BlackItalic.ttf,7.26,7.25,-0.16%,7.08,-2.42%,7.89,8.66%
Trirong-Bold.ttf,7.49,7.48,-0.16%,7.10,-5.22%,8.31,10.93%
Trirong-BoldItalic.ttf,7.54,7.53,-0.16%,7.15,-5.18%,8.37,11.07%
Trirong-ExtraBold.ttf,7.49,7.48,-0.16%,7.10,-5.22%,8.31,10.93%
Trirong-ExtraBoldItalic.ttf,7.53,7.52,-0.16%,7.12,-5.50%,8.37,11.15%
Trirong-ExtraLight.ttf,7.38,7.37,-0.16%,6.97,-5.63%,8.21,11.16%
Trirong-ExtraLightItalic.ttf,6.71,6.70,-0.17%,6.34,-5.47%,7.29,8.61%
Trirong-Italic.ttf,7.38,7.37,-0.16%,7.01,-4.98%,8.16,10.64%
Trirong-Light.ttf,7.42,7.40,-0.16%,7.00,-5.66%,8.35,12.54%
